154751.315200	-189.336763	25.374872
186185.176100	-125.835506	12.579405
212783.058400	-91.058730	8.214852
246634.908600	-66.742708	7.363805
275650.780200	-52.060050	3.898970
304666.651800	-41.517712	2.836759
336100.512700	-33.657959	1.973373
365116.384300	-27.536319	1.679982
396550.245200	-22.595407	1.331547
425566.116800	-18.971300	1.132962
454581.988400	-15.656173	1.108594
486015.849300	-11.991865	1.457101
515031.720900	-9.071223	1.754950
546465.581800	-6.480530	2.220305
575481.453400	-4.376293	2.705558
604497.325000	-2.509338	3.941552
