154751.315200	-189.042000	25.355200
186185.176100	-125.350500	12.555200
212783.058400	-90.426461	8.186340
246634.908600	-66.138525	7.330500
275650.780200	-51.049600	3.861000
304666.651800	-40.274100	2.794000
336100.512700	-32.040669	1.925420
365116.384300	-25.811289	1.626560
396550.245200	-20.610164	1.271760
425566.116800	-16.817709	1.066780
454581.988400	-13.648209	1.035160
486015.849300	-10.661884	1.374240
515031.720900	-8.112669	1.660540
546465.581800	-5.842125	2.111300
575481.453400	-3.946161	2.580440
604497.325000	-2.278289	3.812640
