154751.315200	0.920000	13.860184
186185.176100	0.560000	11.372089
212783.058400	0.430000	9.767649
246634.908600	0.450000	8.422539
275650.780200	0.270000	7.677363
304666.651800	0.220000	7.078840
336100.512700	0.170000	6.720786
365116.384300	0.160000	6.335085
396550.245200	0.140000	6.143429
425566.116800	0.130000	6.012089
454581.988400	0.140000	5.663982
486015.849300	0.210000	4.751666
515031.720900	0.290000	4.083824
546465.581800	0.430000	3.405621
575481.453400	0.620000	2.837760
604497.325000	1.040000	2.297827
