400.000000	8.485623	73.500000	80.000000
410.000000	8.760471	73.500000	80.000000
420.000000	8.981414	73.500000	80.000000
430.000000	9.141485	73.500000	80.000000
440.000000	9.221143	73.500000	80.000000
450.000000	9.321642	73.500000	80.000000
460.000000	9.267585	73.500000	80.000000
470.000000	8.715157	73.500000	80.000000
480.000000	8.301261	73.500000	80.000000
490.000000	8.705726	73.500000	80.000000
500.000000	10.270097	73.500000	80.000000
510.000000	13.020519	73.500000	80.000000
520.000000	16.635327	73.500000	80.000000
530.000000	20.564101	73.500000	80.000000
540.000000	24.242208	73.500000	80.000000
550.000000	27.302346	73.500000	80.000000
560.000000	29.621396	73.500000	80.000000
570.000000	31.094999	73.500000	80.000000
580.000000	31.712909	73.500000	80.000000
590.000000	31.589590	73.500000	80.000000
600.000000	30.979432	73.500000	80.000000
610.000000	30.129518	73.500000	80.000000
620.000000	29.203703	73.500000	80.000000
630.000000	28.274737	73.500000	80.000000
640.000000	27.353868	73.500000	80.000000
650.000000	26.455910	73.500000	82.222222
660.000000	25.596126	73.500000	82.222222
670.000000	24.763841	73.500000	82.222222
680.000000	23.972569	73.500000	82.222222
690.000000	23.229661	73.500000	82.222222
700.000000	22.549502	73.500000	84.444444
710.000000	21.917910	73.500000	84.444444
720.000000	21.330203	73.500000	84.444444
730.000000	20.781614	73.500000	84.444444
740.000000	20.268117	73.500000	84.444444
750.000000	19.786330	73.500000	84.444444
760.000000	19.333405	73.500000	84.444444
770.000000	18.913287	73.500000	86.666667
780.000000	18.519323	73.500000	86.666667
790.000000	18.149716	73.500000	86.666667
800.000000	17.803220	73.500000	86.666667
810.000000	17.478489	73.500000	86.666667
820.000000	17.174140	73.500000	86.666667
830.000000	16.888547	73.500000	86.666667
840.000000	16.618943	73.500000	86.666667
850.000000	16.362748	73.500000	86.666667
860.000000	16.117978	73.500000	86.666667
870.000000	15.883100	73.500000	86.666667
880.000000	15.656932	73.500000	86.666667
890.000000	15.438549	73.500000	86.666667
