0.080000	0.005178	62.000000	0.000006
0.160000	0.009625	62.000000	0.000006
0.240000	0.013418	62.000000	0.000006
0.320000	0.016628	62.000000	0.000006
0.400000	0.019319	62.000000	0.000006
0.480000	0.021552	62.000000	0.000006
0.560000	0.023378	62.000000	0.000006
0.640000	0.024847	62.000000	0.000006
0.720000	0.026002	62.000000	0.000006
0.800000	0.026881	62.000000	0.000006
0.880000	0.027521	62.000000	0.000006
0.960000	0.027952	62.000000	0.000006
1.040000	0.028203	62.000000	0.000006
1.120000	0.028297	62.000000	0.000006
1.200000	0.028256	62.000000	0.000006
1.280000	0.028101	62.000000	0.000006
1.360000	0.027849	62.000000	0.000006
1.440000	0.027513	62.000000	0.000006
1.520000	0.027108	62.000000	0.000006
1.600000	0.026646	62.000000	0.000006
1.680000	0.026137	62.000000	0.000006
1.760000	0.025589	62.000000	0.000006
1.840000	0.025011	62.000000	0.000006
1.920000	0.024409	62.000000	0.000006
2.000000	0.023790	62.000000	0.000006
2.080000	0.023158	62.000000	0.000006
2.160000	0.022519	62.000000	0.000006
2.240000	0.021875	62.000000	0.000006
2.320000	0.021231	62.000000	0.000006
2.400000	0.020589	62.000000	0.000006
2.480000	0.019951	62.000000	0.000006
2.560000	0.019321	62.000000	0.000006
2.640000	0.018698	62.000000	0.000006
2.720000	0.018086	62.000000	0.000006
2.800000	0.017485	62.000000	0.000006
2.880000	0.016896	62.000000	0.000006
2.960000	0.016319	62.000000	0.000006
3.040000	0.015756	62.000000	0.000006
3.120000	0.015207	62.000000	0.000006
3.200000	0.014673	62.000000	0.000006
3.280000	0.014153	62.000000	0.000006
3.360000	0.013647	62.000000	0.000006
3.440000	0.013157	62.000000	0.000006
3.520000	0.012680	62.000000	0.000006
3.600000	0.012219	62.000000	0.000006
3.680000	0.011772	62.000000	0.000006
3.760000	0.011340	62.000000	0.000006
3.840000	0.010921	62.000000	0.000006
3.920000	0.010516	62.000000	0.000006
4.000000	0.010125	62.000000	0.000006
4.080000	0.009748	62.000000	0.000006
4.160000	0.009383	62.000000	0.000006
4.240000	0.009031	62.000000	0.000006
4.320000	0.008692	62.000000	0.000006
4.400000	0.008364	62.000000	0.000006
4.480000	0.008048	62.000000	0.000006
4.560000	0.007744	62.000000	0.000006
4.640000	0.007450	62.000000	0.000006
4.720000	0.007168	62.000000	0.000006
4.800000	0.006895	62.000000	0.000006
4.880000	0.006633	62.000000	0.000006
4.960000	0.006380	62.000000	0.000006
5.040000	0.006137	62.000000	0.000006
5.120000	0.005903	62.000000	0.000006
5.200000	0.005678	62.000000	0.000006
5.280000	0.005461	62.000000	0.000006
5.360000	0.005252	62.000000	0.000006
5.440000	0.005051	62.000000	0.000006
5.520000	0.004858	62.000000	0.000006
5.600000	0.004672	62.000000	0.000006
5.680000	0.004494	62.000000	0.000006
5.760000	0.004322	62.000000	0.000006
5.840000	0.004156	62.000000	0.000006
5.920000	0.003997	62.000000	0.000006
6.000000	0.003844	62.000000	0.000006
6.080000	0.003697	62.000000	0.000006
6.160000	0.003555	62.000000	0.000006
6.240000	0.003419	62.000000	0.000006
6.320000	0.003288	62.000000	0.000006
6.400000	0.003163	62.000000	0.000006
6.480000	0.003042	62.000000	0.000006
6.560000	0.002925	62.000000	0.000006
6.640000	0.002813	62.000000	0.000006
6.720000	0.002706	62.000000	0.000006
6.800000	0.002602	62.000000	0.000006
6.880000	0.002503	62.000000	0.000006
6.960000	0.002407	62.000000	0.000006
7.040000	0.002316	62.000000	0.000006
7.120000	0.002227	62.000000	0.000006
7.200000	0.002142	62.000000	0.000006
7.280000	0.002060	62.000000	0.000006
7.360000	0.001982	62.000000	0.000006
7.440000	0.001906	62.000000	0.000006
7.520000	0.001834	62.000000	0.000006
7.600000	0.001764	62.000000	0.000006
7.680000	0.001696	62.000000	0.000006
7.760000	0.001632	62.000000	0.000006
7.840000	0.001570	62.000000	0.000006
7.920000	0.001511	62.000000	0.000006
8.000000	0.001454	62.000000	0.000006
