5.000000	10.844799
10.000000	10.868726
15.000000	10.908677
20.000000	10.964766
25.000000	11.037157
30.000000	11.126056
35.000000	11.231721
40.000000	11.354447
45.000000	11.494574
50.000000	11.652476
55.000000	11.828560
60.000000	12.023256
65.000000	12.237008
70.000000	12.470260
75.000000	12.723444
80.000000	12.996953
85.000000	13.291118
90.000000	13.606174
95.000000	13.942220
100.000000	14.299166
105.000000	14.676675
110.000000	15.074090
115.000000	15.490350
120.000000	15.923892
125.000000	16.372543
130.000000	16.833402
135.000000	17.302718
140.000000	17.775766
145.000000	18.246744
150.000000	18.708691
155.000000	19.153457
160.000000	19.571737
165.000000	19.953199
170.000000	20.286732
175.000000	20.560814
180.000000	20.764018
185.000000	20.885628
190.000000	20.916333
195.000000	20.848936
200.000000	20.678992
205.000000	20.405298
210.000000	20.030150
215.000000	19.559323
220.000000	19.001768
225.000000	18.369047
230.000000	17.674587
235.000000	16.932849
240.000000	16.158494
245.000000	15.365651
250.000000	14.567326
255.000000	13.774991
260.000000	12.998350
265.000000	12.245262
270.000000	11.521792
275.000000	10.832345
280.000000	10.179865
285.000000	9.566047
290.000000	8.991566
295.000000	8.456283
300.000000	7.959436
305.000000	7.499807
310.000000	7.075857
315.000000	6.685840
320.000000	6.327890
325.000000	6.000091
330.000000	5.700529
335.000000	5.427329
340.000000	5.178683
345.000000	4.952863
350.000000	4.748238
355.000000	4.563274
360.000000	4.396541
365.000000	4.246707
370.000000	4.112538
375.000000	3.992895
380.000000	3.886729
385.000000	3.793073
390.000000	3.711043
395.000000	3.639830
400.000000	3.578698
405.000000	3.526979
410.000000	3.484069
415.000000	3.449428
420.000000	3.422575
425.000000	3.403084
430.000000	3.390585
435.000000	3.384756
440.000000	3.385324
445.000000	3.392058
450.000000	3.404766
455.000000	3.423292
460.000000	3.447507
465.000000	3.477310
470.000000	3.512619
475.000000	3.553366
480.000000	3.599495
485.000000	3.650954
490.000000	3.707694
495.000000	3.769662
500.000000	3.836796
