-147.000000	-147.000000	0.751364
-144.030303	-147.000000	0.750886
-141.060606	-147.000000	0.750397
-138.090909	-147.000000	0.749888
-135.121212	-147.000000	0.749348
-132.151515	-147.000000	0.748768
-129.181818	-147.000000	0.748135
-126.212121	-147.000000	0.747437
-123.242424	-147.000000	0.746661
-120.272727	-147.000000	0.745792
-117.303030	-147.000000	0.744817
-114.333333	-147.000000	0.743720
-111.363636	-147.000000	0.742485
-108.393939	-147.000000	0.741097
-105.424242	-147.000000	0.739539
-102.454545	-147.000000	0.737795
-99.484848	-147.000000	0.735848
-96.515152	-147.000000	0.733685
-93.545455	-147.000000	0.731288
-90.575758	-147.000000	0.728645
-87.606061	-147.000000	0.725743
-84.636364	-147.000000	0.722571
-81.666667	-147.000000	0.719121
-78.696970	-147.000000	0.715387
-75.727273	-147.000000	0.711365
-72.757576	-147.000000	0.707056
-69.787879	-147.000000	0.702463
-66.818182	-147.000000	0.697596
-63.848485	-147.000000	0.692468
-60.878788	-147.000000	0.687095
-57.909091	-147.000000	0.681501
-54.939394	-147.000000	0.675714
-51.969697	-147.000000	0.669767
-49.000000	-147.000000	0.663700
-46.030303	-147.000000	0.657557
-43.060606	-147.000000	0.651386
-40.090909	-147.000000	0.645239
-37.121212	-147.000000	0.639175
-34.151515	-147.000000	0.633252
-31.181818	-147.000000	0.627531
-28.212121	-147.000000	0.622076
-25.242424	-147.000000	0.616949
-22.272727	-147.000000	0.612210
-19.303030	-147.000000	0.607918
-16.333333	-147.000000	0.604127
-13.363636	-147.000000	0.600886
-10.393939	-147.000000	0.598239
-7.424242	-147.000000	0.596222
-4.454545	-147.000000	0.594861
-1.484848	-147.000000	0.594176
1.484848	-147.000000	0.594176
4.454545	-147.000000	0.594861
7.424242	-147.000000	0.596222
10.393939	-147.000000	0.598239
13.363636	-147.000000	0.600886
16.333333	-147.000000	0.604127
19.303030	-147.000000	0.607918
22.272727	-147.000000	0.612210
25.242424	-147.000000	0.616949
28.212121	-147.000000	0.622076
31.181818	-147.000000	0.627531
34.151515	-147.000000	0.633252
37.121212	-147.000000	0.639175
40.090909	-147.000000	0.645239
43.060606	-147.000000	0.651386
46.030303	-147.000000	0.657557
49.000000	-147.000000	0.663700
51.969697	-147.000000	0.669767
54.939394	-147.000000	0.675714
57.909091	-147.000000	0.681501
60.878788	-147.000000	0.687095
63.848485	-147.000000	0.692468
